clueweb12-0000tw-00-00000	Tunis	<http://www.wikidata.org/entity/Q26610612>
clueweb12-0000tw-00-00000	Cumulus Flash	<http://www.wikidata.org/entity/Q20741862>
clueweb12-0000tw-00-00000	Roy Tanck	<http://www.wikidata.org/entity/Q2040763>
clueweb12-0000tw-00-00000	Luke Morton	<http://www.wikidata.org/entity/Q64961931>
clueweb12-0000tw-00-00000	Flash Player	<http://www.wikidata.org/entity/Q857177>
clueweb12-0000tw-00-00001	Tunis	<http://www.wikidata.org/entity/Q26610612>
clueweb12-0000tw-00-00001	Roy Tanck	<http://www.wikidata.org/entity/Q2040763>
clueweb12-0000tw-00-00001	Flash Player	<http://www.wikidata.org/entity/Q857177>
clueweb12-0000tw-00-00002	Tunis	<http://www.wikidata.org/entity/Q26610612>
clueweb12-0000tw-00-00002	Roy Tanck	<http://www.wikidata.org/entity/Q2040763>
clueweb12-0000tw-00-00002	Flash Player	<http://www.wikidata.org/entity/Q857177>
clueweb12-0000tw-00-00003	Tunis	<http://www.wikidata.org/entity/Q26610612>
clueweb12-0000tw-00-00003	Roy Tanck	<http://www.wikidata.org/entity/Q2040763>
clueweb12-0000tw-00-00003	Flash Player	<http://www.wikidata.org/entity/Q857177>
clueweb12-0000tw-00-00004	Tunis	<http://www.wikidata.org/entity/Q26610612>
clueweb12-0000tw-00-00004	Roy Tanck	<http://www.wikidata.org/entity/Q2040763>
clueweb12-0000tw-00-00004	Flash Player	<http://www.wikidata.org/entity/Q857177>
clueweb12-0000tw-00-00006	Internet	<http://www.wikidata.org/entity/Q66817841>
clueweb12-0000tw-00-00006	Internet	<http://www.wikidata.org/entity/Q66817841>
clueweb12-0000tw-00-00006	Internet	<http://www.wikidata.org/entity/Q66817841>
clueweb12-0000tw-00-00007	Michelle	<http://www.wikidata.org/entity/Q1353749>
clueweb12-0000tw-00-00007	Collette	<http://www.wikidata.org/entity/Q41619110>
clueweb12-0000tw-00-00007	Luke	<http://www.wikidata.org/entity/Q3840535>
clueweb12-0000tw-00-00007	Maggie	<http://www.wikidata.org/entity/Q16252844>
clueweb12-0000tw-00-00007	Frank	<http://www.wikidata.org/entity/Q3082474>
clueweb12-0000tw-00-00007	Savior	<http://www.wikidata.org/entity/Q14313853>
clueweb12-0000tw-00-00007	He	<http://www.wikidata.org/entity/Q29709011>
clueweb12-0000tw-00-00008	God	<http://www.wikidata.org/entity/Q2016658>
clueweb12-0000tw-00-00008	God	<http://www.wikidata.org/entity/Q2016658>
clueweb12-0000tw-00-00008	God	<http://www.wikidata.org/entity/Q2016658>
clueweb12-0000tw-00-00008	Romans	<http://www.wikidata.org/entity/Q613120>
clueweb12-0000tw-00-00008	God	<http://www.wikidata.org/entity/Q2016658>
clueweb12-0000tw-00-00008	God	<http://www.wikidata.org/entity/Q2016658>
clueweb12-0000tw-00-00008	God	<http://www.wikidata.org/entity/Q2016658>
clueweb12-0000tw-00-00008	Holy Spirit	<http://www.wikidata.org/entity/Q37302>
clueweb12-0000tw-00-00009	Disney Princess	<http://www.wikidata.org/entity/Q1140303>
clueweb12-0000tw-00-00009	A Small World’	<http://www.wikidata.org/entity/Q76551429>
clueweb12-0000tw-00-00009	Computer Progeammer World	<http://www.wikidata.org/entity/Q707182>
clueweb12-0000tw-00-00009	WDW	<http://www.wikidata.org/entity/Q65951613>
clueweb12-0000tw-00-00009	WDW	<http://www.wikidata.org/entity/Q65951613>
clueweb12-0000tw-00-00009	Disney	<http://www.wikidata.org/entity/Q20992364>
clueweb12-0000tw-00-00009	Walt Disney World	<http://www.wikidata.org/entity/Q3565653>
clueweb12-0000tw-00-00009	World	<http://www.wikidata.org/entity/Q58462278>
clueweb12-0000tw-00-00009	WDW	<http://www.wikidata.org/entity/Q65951613>
clueweb12-0000tw-00-00012	Francine	<http://www.wikidata.org/entity/Q16837560>
clueweb12-0000tw-00-00013	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00013	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00013	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00013	Human Immunodeficiency Virus	<http://www.wikidata.org/entity/Q53766878>
clueweb12-0000tw-00-00013	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00013	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00013	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00013	Bladder Cancer	<http://www.wikidata.org/entity/Q30230812>
clueweb12-0000tw-00-00013	Cancer	<http://www.wikidata.org/entity/Q326041>
clueweb12-0000tw-00-00013	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00013	HIV AIDS	<http://www.wikidata.org/entity/Q18394537>
clueweb12-0000tw-00-00013	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	Bladder Cancer	<http://www.wikidata.org/entity/Q30230812>
clueweb12-0000tw-00-00014	Cancer	<http://www.wikidata.org/entity/Q326041>
clueweb12-0000tw-00-00014	Health	<http://www.wikidata.org/entity/Q26159976>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	STDs	<http://www.wikidata.org/entity/Q58004063>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	Acquired Immune Deficiency Syndrome	<http://www.wikidata.org/entity/Q70438053>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	Immunodeficiency	<http://www.wikidata.org/entity/Q71576967>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00014	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00015	Internet	<http://www.wikidata.org/entity/Q66817841>
clueweb12-0000tw-00-00015	Bladder Cancer	<http://www.wikidata.org/entity/Q30230812>
clueweb12-0000tw-00-00015	Cancer	<http://www.wikidata.org/entity/Q326041>
clueweb12-0000tw-00-00016	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00016	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00016	Bladder Cancer	<http://www.wikidata.org/entity/Q30230812>
clueweb12-0000tw-00-00016	Cancer	<http://www.wikidata.org/entity/Q326041>
clueweb12-0000tw-00-00017	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00017	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00017	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00017	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00017	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00017	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00017	Bladder Cancer	<http://www.wikidata.org/entity/Q30230812>
clueweb12-0000tw-00-00017	Cancer	<http://www.wikidata.org/entity/Q326041>
clueweb12-0000tw-00-00017	Cancer	<http://www.wikidata.org/entity/Q326041>
clueweb12-0000tw-00-00017	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00017	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00017	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00018	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00018	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00018	Berlin	<http://www.wikidata.org/entity/Q677207>
clueweb12-0000tw-00-00018	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00018	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00018	CCR5 DNA	<http://www.wikidata.org/entity/Q14865176>
clueweb12-0000tw-00-00018	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00018	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00018	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00018	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00018	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00018	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00018	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00018	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00018	Bladder Cancer	<http://www.wikidata.org/entity/Q30230812>
